id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,last_review
69894,352168,Manhattan,Upper West Side,Entire home/apt,150,30.0,48,0.55,35,2019-06-11
69921,155689,Brooklyn,Bushwick,Private room,70,5.0,47,0.49,203,2019-06-29
70095,353965,Manhattan,Inwood,Private room,90,2.0,120,1.27,132,2019-06-30
70128,354330,Manhattan,East Village,Private room,65,3.0,52,0.63,5,2019-01-10
70609,72062,Manhattan,East Village,Entire home/apt,500,2.0,48,0.48,297,2019-06-16
71010,361855,Manhattan,Washington Heights,Entire home/apt,250,3.0,32,0.43,276,2019-05-24
71248,363834,Manhattan,Chinatown,Entire home/apt,125,25.0,43,0.42,102,2019-06-17
71366,364955,Manhattan,West Village,Entire home/apt,200,30.0,39,0.44,251,2019-06-25
71384,365153,Brooklyn,Greenpoint,Entire home/apt,229,1.0,50,0.5,188,2014-05-13
71812,369015,Bronx,Kingsbridge,Entire home/apt,90,30.0,4,0.35,346,2019-01-02
72190,373085,Manhattan,Upper West Side,Entire home/apt,110,13.0,38,0.39,0,2019-02-15
72265,340692,Brooklyn,Greenpoint,Private room,59,3.0,29,0.36,15,2019-06-16
74073,211877,Brooklyn,Williamsburg,Entire home/apt,195,4.0,59,0.6,71,2019-06-23
74240,389924,Brooklyn,Williamsburg,Entire home/apt,169,1.0,68,0.67,215,2019-06-07
74333,331328,Manhattan,East Harlem,Entire home/apt,113,14.0,26,0.27,253,2015-11-25
74404,391325,Manhattan,Harlem,Entire home/apt,250,14.0,31,0.31,78,2012-08-22
74680,265109,Queens,Astoria,Entire home/apt,115,2.0,198,2.01,257,2019-05-31
74860,394752,Brooklyn,Greenpoint,Private room,55,2.0,1,0.01,0,2011-03-28
75193,308875,Brooklyn,Williamsburg,Private room,69,2.0,220,2.17,8,2019-06-22
75635,401696,Manhattan,Lower East Side,Entire home/apt,150,3.0,286,2.81,191,2019-06-27
76761,118971,Brooklyn,South Slope,Entire home/apt,169,2.0,398,3.97,182,2019-06-28
77765,417504,Brooklyn,Greenpoint,Private room,179,3.0,36,0.36,79,2019-07-01
77936,134355,Manhattan,Hell's Kitchen,Private room,150,3.0,36,0.36,49,2019-06-14
78919,422561,Brooklyn,Boerum Hill,Entire home/apt,135,4.0,6,0.1,0,2016-02-05
79067,425506,Brooklyn,Clinton Hill,Entire home/apt,350,6.0,14,0.3,156,2019-04-20
79782,430188,Brooklyn,Williamsburg,Private room,120,14.0,76,0.76,343,2019-03-31
80493,434987,Manhattan,East Village,Private room,71,2.0,182,1.81,200,2019-07-04
80684,417504,Brooklyn,Greenpoint,Private room,349,3.0,8,0.09,60,2016-03-27
80700,417504,Brooklyn,Greenpoint,Private room,349,3.0,7,0.07,60,2019-05-24
80924,438133,Brooklyn,Park Slope,Entire home/apt,165,30.0,34,0.51,189,2018-09-25
81739,417504,Brooklyn,Greenpoint,Private room,249,3.0,2,0.02,60,2011-05-12
82549,448312,Brooklyn,Brooklyn Heights,Private room,100,3.0,66,0.68,0,2016-09-16
82550,448312,Brooklyn,Brooklyn Heights,Entire home/apt,200,3.0,80,0.85,106,2019-06-30
82638,449787,Manhattan,East Village,Entire home/apt,169,4.0,240,2.4,276,2019-06-06
82928,451545,Brooklyn,Bedford-Stuyvesant,Entire home/apt,185,3.0,46,1.07,248,2019-07-02
83243,453519,Brooklyn,Bushwick,Entire home/apt,65,2.0,228,2.27,194,2019-06-10
83446,454756,Brooklyn,Fort Greene,Entire home/apt,130,35.0,5,0.05,135,2018-09-03
83722,456638,Brooklyn,Williamsburg,Entire home/apt,199,30.0,8,0.11,30,2018-08-26
83847,410094,Manhattan,East Village,Entire home/apt,225,2.0,33,0.33,0,2019-01-02
84010,417504,Brooklyn,Greenpoint,Private room,179,3.0,13,0.14,81,2019-06-27
84059,459054,Brooklyn,Crown Heights,Entire home/apt,150,5.0,5,0.05,0,2018-07-22
84659,462776,Manhattan,East Village,Entire home/apt,139,1.0,388,3.88,142,2019-06-26
84905,464506,Manhattan,Two Bridges,Private room,95,3.0,223,2.22,60,2019-06-23
85094,322716,Brooklyn,Crown Heights,Entire home/apt,79,15.0,11,0.11,179,2019-01-14
86215,327900,Manhattan,Lower East Side,Entire home/apt,150,2.0,151,1.51,52,2019-06-24
89427,116599,Brooklyn,Clinton Hill,Entire home/apt,650,5.0,0,0.0,365,
89621,209460,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,3.0,218,2.26,324,2019-06-28
93313,25183,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2.0,75,0.76,237,2019-06-23
94035,35375,Queens,Astoria,Private room,80,1.0,42,1.21,365,2019-07-06
94209,503800,Brooklyn,Crown Heights,Entire home/apt,100,45.0,0,0.0,365,
94477,478395,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,2.0,370,3.74,204,2019-07-05
94783,473113,Brooklyn,Crown Heights,Entire home/apt,120,5.0,104,1.04,272,2019-06-21
95747,509341,Brooklyn,Williamsburg,Entire home/apt,140,7.0,13,0.13,0,2016-07-18
95883,509918,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,5.0,4,0.07,9,2018-12-26
96471,116599,Brooklyn,Clinton Hill,Private room,165,4.0,11,0.11,365,2019-06-07
98330,31374,Manhattan,Kips Bay,Entire home/apt,125,4.0,1,0.01,181,2012-01-03
98663,520279,Manhattan,Chelsea,Entire home/apt,130,30.0,19,0.19,189,2018-06-11
99070,522065,Manhattan,East Harlem,Shared room,65,7.0,131,1.31,0,2019-05-26
99085,522164,Brooklyn,Fort Greene,Entire home/apt,123,30.0,15,0.15,189,2019-05-01
100002,523218,Manhattan,Washington Heights,Private room,67,2.0,136,1.37,296,2019-06-17
100184,526653,Queens,Queens Village,Private room,50,1.0,43,0.45,88,2019-07-08
100186,526805,Brooklyn,Gowanus,Entire home/apt,130,7.0,98,0.99,35,2019-06-28
101053,530032,Brooklyn,Williamsburg,Private room,100,3.0,31,0.31,0,2019-03-01
102995,178043,Manhattan,Upper West Side,Entire home/apt,212,21.0,45,0.46,35,2018-01-01
103161,465278,Brooklyn,Williamsburg,Entire home/apt,190,3.0,124,1.76,359,2019-06-26
103311,417504,Brooklyn,Greenpoint,Private room,599,3.0,9,0.09,60,2018-05-19
103806,251176,Manhattan,East Village,Entire home/apt,249,5.0,166,1.68,365,2019-05-27
105469,547386,Queens,Rockaway Beach,Private room,70,27.0,13,0.13,335,2015-09-21
105510,322716,Brooklyn,Crown Heights,Entire home/apt,100,30.0,15,0.16,282,2019-01-05
106363,551055,Manhattan,Harlem,Private room,60,3.0,380,3.83,247,2019-06-26
106647,552679,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2.0,86,0.87,102,2019-06-16
107630,306739,Brooklyn,Greenpoint,Entire home/apt,175,3.0,248,2.53,274,2019-06-20
107895,3088389,Manhattan,Upper West Side,Entire home/apt,120,5.0,49,0.56,201,2019-06-19
110739,568568,Manhattan,Midtown,Entire home/apt,169,18.0,54,0.57,98,2019-07-03
112100,572527,Brooklyn,Crown Heights,Entire home/apt,165,7.0,3,0.03,157,2013-01-01
112304,573316,Manhattan,Harlem,Private room,90,1.0,1,0.02,0,2016-01-02
112359,571952,Manhattan,Upper East Side,Entire home/apt,225,2.0,56,0.57,312,2018-12-28
112435,181376,Brooklyn,Fort Greene,Private room,95,2.0,163,1.66,331,2019-05-24
113265,314582,Brooklyn,Crown Heights,Private room,55,2.0,247,2.51,275,2019-06-21
113945,275582,Manhattan,Hell's Kitchen,Private room,85,10.0,116,1.17,174,2019-05-11
114123,579495,Brooklyn,South Slope,Entire home/apt,199,14.0,27,0.28,223,2019-05-19
114229,314941,Manhattan,Lower East Side,Entire home/apt,211,1.0,52,0.6,361,2019-06-08
114969,582598,Manhattan,Midtown,Entire home/apt,145,6.0,39,0.4,0,2018-09-24
115535,567187,Manhattan,Harlem,Private room,65,14.0,35,0.35,283,2019-06-01
115678,127772,Manhattan,Harlem,Entire home/apt,99,1.0,320,3.23,220,2019-06-23
115748,585166,Queens,Astoria,Entire home/apt,110,4.0,30,0.32,363,2019-06-16
116940,209460,Brooklyn,Crown Heights,Entire home/apt,80,3.0,225,2.27,315,2019-06-24
117425,593115,Brooklyn,Brooklyn Heights,Entire home/apt,150,30.0,95,0.96,281,2018-05-26
118061,2248897,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4.0,70,0.75,283,2019-06-28
118430,585458,Manhattan,Chelsea,Private room,290,2.0,35,0.36,20,2019-01-03
118680,599354,Manhattan,East Village,Private room,87,2.0,0,0.0,0,
120362,138069,Brooklyn,Williamsburg,Entire home/apt,190,4.0,50,0.51,331,2019-07-02
121687,262812,Brooklyn,Williamsburg,Entire home/apt,200,2.0,29,0.31,36,2019-06-23
121861,611716,Brooklyn,Park Slope,Entire home/apt,165,2.0,23,0.23,7,2016-05-02
123784,617990,Manhattan,Harlem,Entire home/apt,110,2.0,142,1.44,301,2019-06-16
125053,622460,Manhattan,East Village,Entire home/apt,395,2.0,70,0.73,170,2019-07-01
125163,622855,Brooklyn,Bedford-Stuyvesant,Private room,99,2.0,38,0.54,307,2019-06-03
125594,308652,Brooklyn,Kensington,Private room,39,1.0,82,0.94,365,2019-05-19
126443,627217,Manhattan,East Village,Entire home/apt,189,2.0,403,4.1,201,2019-07-07
126816,620288,Manhattan,Upper West Side,Private room,85,1.0,3,0.03,0,2014-11-06
127387,23276,Brooklyn,Gowanus,Entire home/apt,260,30.0,3,0.03,316,2014-08-04
128975,256161,Manhattan,Harlem,Entire home/apt,122,1.0,116,1.18,271,2019-06-13
131154,275563,Brooklyn,Greenpoint,Entire home/apt,165,2.0,175,1.79,139,2019-07-07
132516,85330,Queens,Forest Hills,Entire home/apt,97,3.0,28,1.21,209,2019-07-01
132570,651390,Manhattan,West Village,Entire home/apt,170,4.0,24,0.25,0,2017-12-26
132695,507186,Brooklyn,Williamsburg,Entire home/apt,125,2.0,15,0.15,0,2016-06-06
133025,653405,Manhattan,Murray Hill,Private room,130,4.0,105,1.07,193,2019-06-06
134934,652842,Brooklyn,Williamsburg,Entire home/apt,225,10.0,22,0.38,52,2019-05-30
135393,663764,Brooklyn,East Flatbush,Private room,50,2.0,263,2.69,136,2019-06-24
135465,663879,Brooklyn,Fort Greene,Entire home/apt,170,3.0,86,0.91,286,2019-06-20
135706,665013,Manhattan,Chelsea,Entire home/apt,132,4.0,10,0.1,0,2017-01-01
136493,663384,Brooklyn,Park Slope,Entire home/apt,250,7.0,18,0.21,18,2019-05-27
138216,674970,Brooklyn,Greenpoint,Entire home/apt,141,5.0,8,0.21,9,2018-07-08
139624,680818,Brooklyn,Crown Heights,Entire home/apt,64,20.0,70,0.73,3,2019-01-31
140133,622866,Brooklyn,Williamsburg,Entire home/apt,249,3.0,150,1.55,277,2019-07-05
140425,683975,Brooklyn,Crown Heights,Private room,79,2.0,115,1.18,0,2017-05-25
140973,686147,Manhattan,East Village,Entire home/apt,185,2.0,69,0.71,233,2019-05-26
141154,686768,Brooklyn,Boerum Hill,Entire home/apt,120,3.0,232,2.41,221,2019-06-22
141335,687361,Brooklyn,Park Slope,Entire home/apt,495,1.0,35,0.41,355,2018-01-13
141890,689661,Manhattan,Nolita,Entire home/apt,375,3.0,18,0.21,0,2013-10-01
141984,630453,Manhattan,Nolita,Entire home/apt,175,3.0,68,0.69,277,2019-06-10
142069,277747,Manhattan,East Village,Entire home/apt,150,4.0,22,0.23,0,2014-11-10
144087,616825,Manhattan,Harlem,Entire home/apt,259,8.0,17,0.17,343,2019-05-18
144148,299755,Manhattan,East Village,Private room,96,1.0,34,0.58,0,2016-01-05
145064,404424,Brooklyn,Williamsburg,Entire home/apt,145,7.0,8,0.08,0,2014-06-06
145188,703156,Manhattan,Chelsea,Entire home/apt,200,4.0,0,0.0,0,
145994,706418,Manhattan,Upper West Side,Entire home/apt,95,5.0,2,0.08,0,2018-07-06
146754,709434,Brooklyn,Windsor Terrace,Entire home/apt,250,4.0,52,0.72,188,2019-04-27
147586,709334,Manhattan,Harlem,Entire home/apt,295,2.0,74,0.76,264,2019-06-16
148201,715807,Manhattan,Greenwich Village,Entire home/apt,175,3.0,18,0.19,0,2013-05-31
148259,716064,Brooklyn,Williamsburg,Entire home/apt,451,2.0,72,0.86,331,2019-05-11
148825,718349,Manhattan,Upper West Side,Entire home/apt,165,2.0,191,2.18,236,2019-06-29
149287,720320,Manhattan,Upper East Side,Entire home/apt,250,4.0,0,0.0,0,
149777,716306,Bronx,Woodlawn,Entire home/apt,77,1.0,197,2.49,309,2019-06-23
150804,726333,Manhattan,Lower East Side,Entire home/apt,250,4.0,19,0.2,0,2019-07-06
151199,722320,Queens,Astoria,Entire home/apt,129,1.0,414,4.34,245,2019-07-03
151478,216191,Brooklyn,Williamsburg,Private room,98,2.0,8,0.09,0,2018-12-11
152071,731855,Brooklyn,Park Slope,Entire home/apt,150,2.0,0,0.0,8,
152078,731904,Manhattan,East Village,Private room,95,7.0,25,0.3,359,2019-02-12
152259,256161,Manhattan,Harlem,Private room,55,3.0,119,1.22,333,2019-05-28
152263,732535,Manhattan,Harlem,Entire home/apt,300,2.0,203,2.14,258,2019-07-06
152520,733894,Queens,Sunnyside,Private room,42,40.0,53,0.55,236,2018-11-16
153405,737585,Brooklyn,Greenpoint,Entire home/apt,125,2.0,104,1.09,22,2019-06-16
153780,739499,Manhattan,East Village,Private room,175,3.0,175,1.8,236,2019-06-28
154934,745069,Manhattan,Harlem,Private room,75,3.0,38,0.42,365,2018-05-08
155296,656841,Brooklyn,Williamsburg,Entire home/apt,255,45.0,39,0.5,89,2019-05-02
157673,757166,Brooklyn,Bedford-Stuyvesant,Entire home/apt,72,31.0,88,0.91,164,2019-06-16
158061,758441,Brooklyn,Bedford-Stuyvesant,Private room,165,1.0,27,0.28,311,2017-10-08
158176,573065,Brooklyn,Williamsburg,Entire home/apt,165,5.0,117,1.28,23,2019-06-29
158290,759583,Brooklyn,Clinton Hill,Private room,75,3.0,43,0.44,365,2019-05-20
158913,762563,Brooklyn,Greenpoint,Entire home/apt,130,5.0,4,0.05,0,2015-03-13
158955,465589,Brooklyn,Williamsburg,Entire home/apt,139,2.0,385,4.0,222,2019-06-29
159749,54275,Brooklyn,Bedford-Stuyvesant,Private room,88,1.0,64,0.68,238,2019-07-01
159815,54275,Brooklyn,Bedford-Stuyvesant,Private room,80,1.0,39,0.41,218,2019-06-24
159913,759883,Manhattan,Chelsea,Private room,150,2.0,37,1.79,0,2019-07-03
160609,769247,Manhattan,Upper West Side,Entire home/apt,200,3.0,10,0.12,0,2019-01-01
160994,770831,Manhattan,East Village,Entire home/apt,200,2.0,103,1.08,235,2019-06-24
161366,733894,Queens,Sunnyside,Private room,42,40.0,41,0.43,246,2019-06-01
161394,772300,Brooklyn,Williamsburg,Private room,90,6.0,3,0.03,0,2014-08-31
161996,1856604,Manhattan,Harlem,Entire home/apt,295,3.0,227,2.33,247,2019-06-26
162493,776490,Brooklyn,Williamsburg,Entire home/apt,450,5.0,37,0.79,15,2018-12-27
162508,776645,Brooklyn,Crown Heights,Entire home/apt,130,2.0,29,0.35,119,2019-06-28
163627,242506,Brooklyn,Williamsburg,Private room,89,3.0,205,2.31,0,2017-12-31
163809,781647,Manhattan,Harlem,Entire home/apt,198,5.0,42,0.44,234,2019-06-03
163814,627217,Manhattan,East Village,Entire home/apt,99,2.0,280,2.92,257,2019-07-05
163836,32169,Brooklyn,Greenpoint,Private room,46,4.0,86,0.89,350,2019-06-08
164989,69439,Manhattan,SoHo,Private room,140,2.0,54,0.56,221,2019-06-16
165080,787273,Brooklyn,Carroll Gardens,Entire home/apt,500,7.0,7,0.07,0,2018-08-29
165461,867225,Manhattan,Morningside Heights,Private room,75,5.0,57,0.59,201,2019-01-01
165824,733894,Queens,Sunnyside,Private room,33,44.0,31,0.32,161,2019-05-01
166006,791287,Manhattan,Upper West Side,Entire home/apt,250,31.0,188,1.94,259,2018-08-23
166172,792159,Brooklyn,Bushwick,Private room,60,3.0,480,6.7,0,2019-07-07
166541,793620,Manhattan,Washington Heights,Private room,75,2.0,34,0.35,222,2019-06-15
166983,795640,Brooklyn,Carroll Gardens,Entire home/apt,350,5.0,6,0.06,0,2015-08-08
167013,306605,Manhattan,Chelsea,Entire home/apt,205,9.0,3,0.04,76,2018-05-13
167017,795889,Brooklyn,Park Slope,Entire home/apt,219,5.0,2,0.03,0,2014-08-31
167222,22486,Brooklyn,Park Slope,Private room,60,1.0,20,0.21,258,2018-08-24
167482,789257,Manhattan,Upper West Side,Entire home/apt,185,2.0,129,1.33,14,2019-06-07
168084,800982,Manhattan,East Village,Entire home/apt,190,3.0,147,1.6,27,2019-06-30
168123,720558,Brooklyn,South Slope,Entire home/apt,105,28.0,101,1.06,167,2019-07-01
168546,803086,Manhattan,East Harlem,Entire home/apt,250,2.0,11,0.12,68,2016-01-02
168810,747698,Manhattan,Upper West Side,Entire home/apt,175,45.0,11,0.12,358,2013-10-15
169002,805344,Manhattan,Harlem,Private room,65,2.0,41,0.43,59,2019-06-16
169152,806112,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,2.0,87,1.09,0,2017-04-18
169306,806214,Bronx,University Heights,Private room,37,4.0,117,1.21,232,2019-05-21
169464,806774,Brooklyn,Williamsburg,Entire home/apt,85,2.0,86,0.89,15,2019-05-16
169483,807642,Brooklyn,Gravesend,Entire home/apt,106,7.0,0,0.0,0,
170420,812814,Manhattan,East Harlem,Entire home/apt,79,2.0,15,0.16,0,2016-02-15
170761,67778,Brooklyn,Fort Greene,Private room,85,2.0,35,0.55,161,2019-07-02
171776,803086,Manhattan,Harlem,Private room,170,2.0,17,0.18,88,2015-10-01
172700,302772,Manhattan,Lower East Side,Private room,115,3.0,3,0.04,337,2016-02-15
172870,781647,Manhattan,Harlem,Private room,89,5.0,43,0.47,247,2018-01-03
173072,826192,Manhattan,Harlem,Shared room,49,3.0,168,4.6,248,2019-07-06
173151,826459,Brooklyn,Greenpoint,Private room,91,3.0,241,2.49,287,2019-06-24
173742,829652,Manhattan,Gramercy,Entire home/apt,400,2.0,105,1.13,304,2019-06-23
174527,833926,Brooklyn,Bushwick,Entire home/apt,150,2.0,11,0.46,0,2018-10-28
174966,836168,Manhattan,Upper West Side,Entire home/apt,2000,30.0,30,0.33,0,2018-05-05
176135,842125,Brooklyn,Crown Heights,Entire home/apt,97,3.0,31,0.32,193,2018-10-23
176653,844862,Manhattan,East Village,Private room,100,4.0,49,0.51,43,2019-05-07
176962,846309,Brooklyn,Williamsburg,Entire home/apt,179,4.0,23,0.24,25,2019-04-13
177421,848748,Brooklyn,Greenpoint,Entire home/apt,500,2.0,20,0.21,127,2019-06-24
177495,848960,Manhattan,Chelsea,Entire home/apt,429,10.0,18,0.9,0,2019-06-24
177606,849492,Manhattan,Kips Bay,Entire home/apt,189,6.0,90,0.95,303,2019-06-23
179670,21475,Manhattan,Lower East Side,Private room,120,2.0,99,1.04,345,2019-06-27
179741,314941,Manhattan,Nolita,Entire home/apt,300,1.0,6,0.06,115,2019-06-28
180507,864735,Queens,Astoria,Entire home/apt,107,30.0,21,0.22,200,2018-12-01
180792,864735,Queens,Astoria,Entire home/apt,95,30.0,24,0.26,271,2019-04-04
181972,872121,Manhattan,Harlem,Entire home/apt,199,2.0,111,1.17,12,2019-06-02
182069,39260,Manhattan,East Harlem,Entire home/apt,120,2.0,86,0.91,268,2019-06-20
182095,872805,Manhattan,West Village,Entire home/apt,199,15.0,66,0.69,89,2019-04-29
182177,873273,Bronx,Allerton,Entire home/apt,125,2.0,271,2.84,347,2019-06-20
182649,876054,Brooklyn,Williamsburg,Private room,70,2.0,227,2.4,37,2019-06-18
185266,889106,Brooklyn,Williamsburg,Private room,75,4.0,80,1.55,0,2019-07-06
187488,871727,Manhattan,West Village,Private room,100,30.0,5,0.07,359,2018-12-03
187566,279078,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2.0,187,1.97,287,2019-06-10
187986,904833,Manhattan,Chelsea,Entire home/apt,250,1.0,2,0.02,0,2015-08-28
188146,906200,Brooklyn,Williamsburg,Entire home/apt,350,6.0,1,0.02,233,2016-01-01
188661,909146,Brooklyn,Prospect Heights,Entire home/apt,170,3.0,67,0.7,129,2018-10-20
188674,909234,Manhattan,East Village,Entire home/apt,165,1.0,63,0.68,0,2018-01-12
189135,179020,Manhattan,Hell's Kitchen,Private room,99,1.0,89,1.0,353,2019-07-01
189181,912541,Manhattan,Chelsea,Private room,255,4.0,1,0.02,365,2014-04-20
189732,489400,Brooklyn,East New York,Entire home/apt,169,3.0,177,1.86,297,2019-06-29
189787,915640,Brooklyn,Crown Heights,Entire home/apt,99,4.0,90,0.94,56,2019-06-30
190267,918866,Manhattan,Upper East Side,Entire home/apt,169,7.0,39,0.41,44,2019-07-07
190542,920542,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3.0,42,0.44,355,2019-05-18
190968,922922,Brooklyn,Prospect Heights,Entire home/apt,215,3.0,33,0.35,156,2019-05-08
190974,874471,Brooklyn,Park Slope,Entire home/apt,130,3.0,179,2.02,273,2019-05-29
191075,923915,Manhattan,East Village,Private room,110,3.0,81,0.85,274,2019-03-28
193105,936114,Manhattan,Hell's Kitchen,Private room,150,28.0,43,0.45,258,2019-06-29
193333,302936,Brooklyn,Williamsburg,Private room,65,30.0,52,0.54,276,2018-10-31
193393,938056,Queens,Sunnyside,Private room,75,2.0,160,1.68,65,2019-06-25
193853,48599,Manhattan,Chelsea,Entire home/apt,149,6.0,23,0.27,0,2018-05-21
194154,936830,Manhattan,Upper West Side,Private room,89,6.0,35,0.37,180,2017-06-18
195123,940724,Manhattan,Washington Heights,Private room,50,1.0,225,2.35,343,2019-06-12
195233,949221,Brooklyn,Prospect-Lefferts Gardens,Private room,43,1.0,401,6.62,43,2019-07-04
195240,949221,Brooklyn,Prospect-Lefferts Gardens,Private room,42,1.0,72,0.84,96,2019-06-17
195578,304493,Brooklyn,Williamsburg,Private room,85,1.0,46,0.97,59,2018-12-30
195971,953279,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3.0,83,1.19,255,2019-06-23
195989,611716,Brooklyn,Park Slope,Private room,105,1.0,211,2.21,252,2019-06-15
196010,953565,Brooklyn,Park Slope,Entire home/apt,265,5.0,15,0.16,0,2015-06-14
197155,960836,Manhattan,Hell's Kitchen,Entire home/apt,149,1.0,122,1.29,20,2019-06-23
197753,964482,Manhattan,Harlem,Private room,68,2.0,295,3.9,188,2019-06-12
197942,289135,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3.0,207,2.18,304,2019-07-07
199195,971075,Manhattan,Harlem,Private room,75,3.0,50,0.65,38,2019-03-30
199312,973438,Brooklyn,Williamsburg,Private room,100,2.0,273,2.85,254,2019-06-24
200645,933378,Manhattan,Upper East Side,Shared room,90,1.0,0,0.0,0,
200955,568325,Manhattan,East Village,Entire home/apt,160,30.0,25,0.26,46,2018-04-30
201992,988350,Brooklyn,Park Slope,Entire home/apt,190,4.0,105,1.62,328,2019-05-11
202273,918087,Brooklyn,Bedford-Stuyvesant,Private room,67,4.0,72,0.76,0,2016-12-26
203901,1000477,Manhattan,Upper East Side,Entire home/apt,190,1.0,8,0.08,0,2016-09-18
204065,51038,Brooklyn,Clinton Hill,Entire home/apt,248,2.0,58,0.61,199,2019-06-04
204833,903686,Brooklyn,Williamsburg,Private room,100,6.0,8,0.09,249,2015-09-17
204959,464506,Manhattan,Chinatown,Private room,95,3.0,172,1.84,64,2019-07-02
205043,1007558,Manhattan,Theater District,Private room,150,1.0,330,7.14,111,2019-06-20
205485,1010242,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3.0,123,1.29,287,2019-06-11
205735,1011426,Brooklyn,Bushwick,Private room,41,2.0,55,0.59,286,2019-04-30
205867,1012691,Brooklyn,Williamsburg,Entire home/apt,120,4.0,87,0.99,263,2019-07-03
206071,12221,Bronx,Concourse Village,Private room,50,3.0,258,2.7,276,2019-06-25
206316,1014639,Brooklyn,Fort Greene,Entire home/apt,157,2.0,4,0.18,0,2018-08-27
206772,1017473,Brooklyn,Williamsburg,Entire home/apt,195,14.0,31,0.33,263,2019-05-26
206957,1018472,Brooklyn,Sheepshead Bay,Entire home/apt,70,4.0,128,1.34,90,2016-11-15
208148,1024355,Brooklyn,Williamsburg,Entire home/apt,185,3.0,14,0.15,0,2015-08-31
